dep;semaine_glissante;pop;P;T
02;2020-11-29-2020-12-05;526050;695;8263
02;2020-11-30-2020-12-06;526050;704;8319
02;2020-12-01-2020-12-07;526050;767;8183
02;2020-12-02-2020-12-08;526050;764;8412
02;2020-12-03-2020-12-09;526050;803;8796
02;2020-12-04-2020-12-10;526050;871;9123
02;2020-12-05-2020-12-11;526050;937;9654
02;2020-12-06-2020-12-12;526050;947;9915
02;2020-12-07-2020-12-13;526050;937;9902
02;2020-12-08-2020-12-14;526050;1015;10860
02;2020-12-09-2020-12-15;526050;1083;11409
02;2020-12-10-2020-12-16;526050;1212;12210
02;2020-12-11-2020-12-17;526050;1332;13318
02;2020-12-12-2020-12-18;526050;1347;14594
02;2020-12-13-2020-12-19;526050;1363;15442
02;2020-12-14-2020-12-20;526050;1396;15699
02;2020-12-15-2020-12-21;526050;1394;17611
02;2020-12-16-2020-12-22;526050;1380;19365
02;2020-12-17-2020-12-23;526050;1308;21245
02;2020-12-18-2020-12-24;526050;1122;21330
02;2020-12-19-2020-12-25;526050;902;18494
02;2020-12-20-2020-12-26;526050;889;17735
02;2020-12-21-2020-12-27;526050;863;17526
02;2020-12-22-2020-12-28;526050;854;15495
02;2020-12-23-2020-12-29;526050;886;13953
02;2020-12-24-2020-12-30;526050;856;12475
02;2020-12-25-2020-12-31;526050;895;11790
02;2020-12-26-2021-01-01;526050;906;11737
02;2020-12-27-2021-01-02;526050;935;12167
02;2020-12-28-2021-01-03;526050;930;12155
02;2020-12-29-2021-01-04;526050;905;12649
02;2020-12-30-2021-01-05;526050;842;12143
02;2020-12-31-2021-01-06;526050;832;11474
02;2021-01-01-2021-01-07;526050;847;11547
02;2021-01-02-2021-01-08;526050;1029;13962
02;2021-01-03-2021-01-09;526050;1015;13698
02;2021-01-04-2021-01-10;526050;1017;13669
02;2021-01-05-2021-01-11;526050;1081;13063
02;2021-01-06-2021-01-12;526050;1115;13653
02;2021-01-07-2021-01-13;526050;1133;13557
02;2021-01-08-2021-01-14;526050;1162;13878
02;2021-01-09-2021-01-15;526050;1157;13735
02;2021-01-10-2021-01-16;526050;1156;13868
02;2021-01-11-2021-01-17;526050;1158;13882
02;2021-01-12-2021-01-18;526050;1183;14100
02;2021-01-13-2021-01-19;526050;1212;13856
02;2021-01-14-2021-01-20;526050;1255;14320
02;2021-01-15-2021-01-21;526050;1305;14406
02;2021-01-16-2021-01-22;526050;1340;14785
02;2021-01-17-2021-01-23;526050;1351;14844
02;2021-01-18-2021-01-24;526050;1355;14826
02;2021-01-19-2021-01-25;526050;1395;14994
02;2021-01-20-2021-01-26;526050;1424;15311
02;2021-01-21-2021-01-27;526050;1425;15392
02;2021-01-22-2021-01-28;526050;1399;15697
02;2021-01-23-2021-01-29;526050;1389;15950
02;2021-01-24-2021-01-30;526050;1397;16019
02;2021-01-25-2021-01-31;526050;1393;16036
02;2021-01-26-2021-02-01;526050;1370;15913
02;2021-01-27-2021-02-02;526050;1360;16037
02;2021-01-28-2021-02-03;526050;1384;16257
02;2021-01-29-2021-02-04;526050;1412;16294
02;2021-01-30-2021-02-05;526050;1412;16314
02;2021-01-31-2021-02-06;526050;1413;16438
02;2021-02-01-2021-02-07;526050;1414;16436
02;2021-02-02-2021-02-08;526050;1442;16880
02;2021-02-03-2021-02-09;526050;1458;17106
02;2021-02-04-2021-02-10;526050;1455;17085
02;2021-02-05-2021-02-11;526050;1425;17489
02;2021-02-06-2021-02-12;526050;1422;17287
02;2021-02-07-2021-02-13;526050;1390;17052
02;2021-02-08-2021-02-14;526050;1392;17033
02;2021-02-09-2021-02-15;526050;1337;16438
02;2021-02-10-2021-02-16;526050;1270;16192
02;2021-02-11-2021-02-17;526050;1209;15986
02;2021-02-12-2021-02-18;526050;1201;15628
02;2021-02-13-2021-02-19;526050;1216;15583
02;2021-02-14-2021-02-20;526050;1253;15777
02;2021-02-15-2021-02-21;526050;1252;15783
02;2021-02-16-2021-02-22;526050;1207;15355
02;2021-02-17-2021-02-23;526050;1273;14946
02;2021-02-18-2021-02-24;526050;1329;14841
02;2021-02-19-2021-02-25;526050;1332;14394
02;2021-02-20-2021-02-26;526050;1364;14422
02;2021-02-21-2021-02-27;526050;1365;14060
02;2021-02-22-2021-02-28;526050;1366;14070
02;2021-02-23-2021-03-01;526050;1363;13734
02;2021-02-24-2021-03-02;526050;1311;13605
02;2021-02-25-2021-03-03;526050;1264;13052
02;2021-02-26-2021-03-04;526050;1308;13077
02;2021-02-27-2021-03-05;526050;1301;12902
02;2021-02-28-2021-03-06;526050;1326;13163
02;2021-03-01-2021-03-07;526050;1332;13243
02;2021-03-02-2021-03-08;526050;1443;13340
02;2021-03-03-2021-03-09;526050;1540;13652
02;2021-03-04-2021-03-10;526050;1606;14010
02;2021-03-05-2021-03-11;526050;1651;15122
02;2021-03-06-2021-03-12;526050;1702;16215
02;2021-03-07-2021-03-13;526050;1722;16468
02;2021-03-08-2021-03-14;526050;1726;16411
02;2021-03-09-2021-03-15;526050;1764;17341
02;2021-03-10-2021-03-16;526050;1740;18343
02;2021-03-11-2021-03-17;526050;1784;18673
02;2021-03-12-2021-03-18;526050;1799;19660
02;2021-03-13-2021-03-19;526050;1855;20220
02;2021-03-14-2021-03-20;526050;1924;20513
02;2021-03-15-2021-03-21;526050;1921;20581
02;2021-03-16-2021-03-22;526050;2066;21408
02;2021-03-17-2021-03-23;526050;2166;22084
02;2021-03-18-2021-03-24;526050;2258;23033
02;2021-03-19-2021-03-25;526050;2330;23567
02;2021-03-20-2021-03-26;526050;2384;24384
02;2021-03-21-2021-03-27;526050;2383;24912
02;2021-03-22-2021-03-28;526050;2390;24914
02;2021-03-23-2021-03-29;526050;2433;25421
02;2021-03-24-2021-03-30;526050;2536;26495
02;2021-03-25-2021-03-31;526050;2575;27327
02;2021-03-26-2021-04-01;526050;2589;28196
02;2021-03-27-2021-04-02;526050;2524;28548
02;2021-03-28-2021-04-03;526050;2511;29035
02;2021-03-29-2021-04-04;526050;2503;29037
02;2021-03-30-2021-04-05;526050;1984;24321
02;2021-03-31-2021-04-06;526050;2080;24031
02;2021-04-01-2021-04-07;526050;2062;23429
02;2021-04-02-2021-04-08;526050;2020;21479
02;2021-04-03-2021-04-09;526050;2058;19905
02;2021-04-04-2021-04-10;526050;2033;19176
02;2021-04-05-2021-04-11;526050;2052;19247
02;2021-04-06-2021-04-12;526050;2476;22067
02;2021-04-07-2021-04-13;526050;2242;19546
02;2021-04-08-2021-04-14;526050;2183;18607
02;2021-04-09-2021-04-15;526050;2200;18075
02;2021-04-10-2021-04-16;526050;2166;17466
02;2021-04-11-2021-04-17;526050;2149;17068
02;2021-04-12-2021-04-18;526050;2131;16923
02;2021-04-13-2021-04-19;526050;2076;16414
02;2021-04-14-2021-04-20;526050;2044;15913
02;2021-04-15-2021-04-21;526050;2047;15493
02;2021-04-16-2021-04-22;526050;1952;15105
02;2021-04-17-2021-04-23;526050;1864;14670
02;2021-04-18-2021-04-24;526050;1851;14576
02;2021-04-19-2021-04-25;526050;1849;14594
02;2021-04-20-2021-04-26;526050;1810;14808
02;2021-04-21-2021-04-27;526050;1802;15708
02;2021-04-22-2021-04-28;526050;1692;15482
02;2021-04-23-2021-04-29;526050;1652;16054
02;2021-04-24-2021-04-30;526050;1632;17131
02;2021-04-25-2021-05-01;526050;1470;15628
02;2021-04-26-2021-05-02;526050;1477;15694
02;2021-04-27-2021-05-03;526050;1465;16094
02;2021-04-28-2021-05-04;526050;1432;16547
02;2021-04-29-2021-05-05;526050;1376;17063
02;2021-04-30-2021-05-06;526050;1359;18130
02;2021-05-01-2021-05-07;526050;1319;18412
02;2021-05-02-2021-05-08;526050;1319;18427
02;2021-05-03-2021-05-09;526050;1305;18427
02;2021-05-04-2021-05-10;526050;1204;18631
02;2021-05-05-2021-05-11;526050;1183;18310
02;2021-05-06-2021-05-12;526050;1184;18591
03;2020-05-13-2020-05-19;331315;12;1050
03;2020-05-14-2020-05-20;331315;16;1048
03;2020-05-15-2020-05-21;331315;14;924
03;2020-05-16-2020-05-22;331315;29;1111
03;2020-05-17-2020-05-23;331315;28;1141
03;2020-05-18-2020-05-24;331315;27;1131
03;2020-05-19-2020-05-25;331315;30;1030
03;2020-05-20-2020-05-26;331315;27;1084
03;2020-05-21-2020-05-27;331315;23;1096
03;2020-05-22-2020-05-28;331315;25;1200
03;2020-05-23-2020-05-29;331315;10;1039
03;2020-05-24-2020-05-30;331315;9;1101
03;2020-05-25-2020-05-31;331315;9;1093
03;2020-05-26-2020-06-01;331315;6;1045
03;2020-05-27-2020-06-02;331315;6;1127
03;2020-05-28-2020-06-03;331315;6;1255
03;2020-05-29-2020-06-04;331315;5;1297
03;2020-05-30-2020-06-05;331315;3;1287
03;2020-05-31-2020-06-06;331315;3;1222
03;2020-06-01-2020-06-07;331315;3;1217
03;2020-06-02-2020-06-08;331315;2;1231
03;2020-06-03-2020-06-09;331315;1;1090
03;2020-06-04-2020-06-10;331315;2;929
03;2020-06-05-2020-06-11;331315;3;855
03;2020-06-06-2020-06-12;331315;6;814
03;2020-06-07-2020-06-13;331315;7;859
03;2020-06-08-2020-06-14;331315;7;873
03;2020-06-09-2020-06-15;331315;7;916
03;2020-06-10-2020-06-16;331315;10;978
03;2020-06-11-2020-06-17;331315;10;990
03;2020-06-12-2020-06-18;331315;9;1066
03;2020-06-13-2020-06-19;331315;6;1177
03;2020-06-14-2020-06-20;331315;5;1111
03;2020-06-15-2020-06-21;331315;5;1112
03;2020-06-16-2020-06-22;331315;5;1128
03;2020-06-17-2020-06-23;331315;2;1086
03;2020-06-18-2020-06-24;331315;2;1149
03;2020-06-19-2020-06-25;331315;1;1079
03;2020-06-20-2020-06-26;331315;3;1014
03;2020-06-21-2020-06-27;331315;3;1036
03;2020-06-22-2020-06-28;331315;3;1042
03;2020-06-23-2020-06-29;331315;5;1049
03;2020-06-24-2020-06-30;331315;6;1056
03;2020-06-25-2020-07-01;331315;7;1097
03;2020-06-26-2020-07-02;331315;8;1185
03;2020-06-27-2020-07-03;331315;6;1201
03;2020-06-28-2020-07-04;331315;7;1244
03;2020-06-29-2020-07-05;331315;7;1234
03;2020-06-30-2020-07-06;331315;5;1274
03;2020-07-01-2020-07-07;331315;4;1334
03;2020-07-02-2020-07-08;331315;3;1246
03;2020-07-03-2020-07-09;331315;3;1187
03;2020-07-04-2020-07-10;331315;4;1171
03;2020-07-05-2020-07-11;331315;3;1116
03;2020-07-06-2020-07-12;331315;3;1124
03;2020-07-07-2020-07-13;331315;4;1139
03;2020-07-08-2020-07-14;331315;4;941
03;2020-07-09-2020-07-15;331315;6;956
03;2020-07-10-2020-07-16;331315;8;1035
03;2020-07-11-2020-07-17;331315;8;1128
03;2020-07-12-2020-07-18;331315;8;1213
03;2020-07-13-2020-07-19;331315;8;1214
03;2020-07-14-2020-07-20;331315;7;1259
03;2020-07-15-2020-07-21;331315;8;1495
03;2020-07-16-2020-07-22;331315;10;1546
03;2020-07-17-2020-07-23;331315;11;1526
03;2020-07-18-2020-07-24;331315;11;1548
03;2020-07-19-2020-07-25;331315;15;1555
03;2020-07-20-2020-07-26;331315;15;1549
03;2020-07-21-2020-07-27;331315;19;1730
03;2020-07-22-2020-07-28;331315;18;1831
03;2020-07-23-2020-07-29;331315;16;1901
03;2020-07-24-2020-07-30;331315;12;1982
03;2020-07-25-2020-07-31;331315;13;2049
03;2020-07-26-2020-08-01;331315;9;2037
03;2020-07-27-2020-08-02;331315;9;2061
03;2020-07-28-2020-08-03;331315;10;1876
03;2020-07-29-2020-08-04;331315;11;1786
03;2020-07-30-2020-08-05;331315;8;1874
03;2020-07-31-2020-08-06;331315;9;1868
03;2020-08-01-2020-08-07;331315;8;1791
03;2020-08-02-2020-08-08;331315;8;1742
03;2020-08-03-2020-08-09;331315;8;1725
03;2020-08-04-2020-08-10;331315;8;1733
03;2020-08-05-2020-08-11;331315;9;1851
03;2020-08-06-2020-08-12;331315;9;1817
03;2020-08-07-2020-08-13;331315;10;1804
03;2020-08-08-2020-08-14;331315;12;1899
03;2020-08-09-2020-08-15;331315;12;1790
03;2020-08-10-2020-08-16;331315;12;1799
03;2020-08-11-2020-08-17;331315;16;1908
03;2020-08-12-2020-08-18;331315;17;1872
03;2020-08-13-2020-08-19;331315;21;1920
03;2020-08-14-2020-08-20;331315;28;2107
03;2020-08-15-2020-08-21;331315;31;2192
03;2020-08-16-2020-08-22;331315;33;2406
03;2020-08-17-2020-08-23;331315;33;2413
03;2020-08-18-2020-08-24;331315;33;2484
03;2020-08-19-2020-08-25;331315;39;2622
03;2020-08-20-2020-08-26;331315;51;2753
03;2020-08-21-2020-08-27;331315;47;2902
03;2020-08-22-2020-08-28;331315;50;3380
03;2020-08-23-2020-08-29;331315;58;3843
03;2020-08-24-2020-08-30;331315;58;3840
03;2020-08-25-2020-08-31;331315;59;4133
03;2020-08-26-2020-09-01;331315;63;4287
03;2020-08-27-2020-09-02;331315;61;4461
03;2020-08-28-2020-09-03;331315;76;4711
03;2020-08-29-2020-09-04;331315;76;4594
03;2020-08-30-2020-09-05;331315;75;4234
03;2020-08-31-2020-09-06;331315;75;4237
03;2020-09-01-2020-09-07;331315;86;4287
03;2020-09-02-2020-09-08;331315;94;4601
03;2020-09-03-2020-09-09;331315;92;4695
03;2020-09-04-2020-09-10;331315;95;4764
03;2020-09-05-2020-09-11;331315;97;5008
03;2020-09-06-2020-09-12;331315;100;5331
03;2020-09-07-2020-09-13;331315;102;5479
03;2020-09-08-2020-09-14;331315;104;6002
03;2020-09-09-2020-09-15;331315;94;6122
03;2020-09-10-2020-09-16;331315;108;6253
03;2020-09-11-2020-09-17;331315;115;6256
03;2020-09-12-2020-09-18;331315;129;6554
03;2020-09-13-2020-09-19;331315;129;6651
03;2020-09-14-2020-09-20;331315;130;6512
03;2020-09-15-2020-09-21;331315;129;6050
03;2020-09-16-2020-09-22;331315;135;5754
03;2020-09-17-2020-09-23;331315;119;5470
03;2020-09-18-2020-09-24;331315;105;5261
03;2020-09-19-2020-09-25;331315;107;4651
03;2020-09-20-2020-09-26;331315;99;4257
03;2020-09-21-2020-09-27;331315;97;4254
03;2020-09-22-2020-09-28;331315;92;4089
03;2020-09-23-2020-09-29;331315;89;4008
03;2020-09-24-2020-09-30;331315;94;3963
03;2020-09-25-2020-10-01;331315;97;3843
03;2020-09-26-2020-10-02;331315;118;3891
03;2020-09-27-2020-10-03;331315;125;3930
03;2020-09-28-2020-10-04;331315;124;3912
03;2020-09-29-2020-10-05;331315;140;3957
03;2020-09-30-2020-10-06;331315;157;4134
03;2020-10-01-2020-10-07;331315;184;4391
03;2020-10-02-2020-10-08;331315;216;4662
03;2020-10-03-2020-10-09;331315;245;5175
03;2020-10-04-2020-10-10;331315;273;5302
03;2020-10-05-2020-10-11;331315;275;5314
03;2020-10-06-2020-10-12;331315;317;5930
03;2020-10-07-2020-10-13;331315;384;6142
03;2020-10-08-2020-10-14;331315;398;6102
03;2020-10-09-2020-10-15;331315;450;6179
03;2020-10-10-2020-10-16;331315;482;6213
03;2020-10-11-2020-10-17;331315;511;6357
03;2020-10-12-2020-10-18;331315;523;6357
03;2020-10-13-2020-10-19;331315;655;6371
03;2020-10-14-2020-10-20;331315;781;6950
03;2020-10-15-2020-10-21;331315;972;7966
03;2020-10-16-2020-10-22;331315;1127;8979
03;2020-10-17-2020-10-23;331315;1304;9875
03;2020-10-18-2020-10-24;331315;1362;10120
03;2020-10-19-2020-10-25;331315;1362;10133
03;2020-10-20-2020-10-26;331315;1593;10981
03;2020-10-21-2020-10-27;331315;1681;11220
03;2020-10-22-2020-10-28;331315;1748;11462
03;2020-10-23-2020-10-29;331315;1834;11875
03;2020-10-24-2020-10-30;331315;1910;12422
03;2020-10-25-2020-10-31;331315;1954;12614
03;2020-10-26-2020-11-01;331315;1962;12609
03;2020-10-27-2020-11-02;331315;1964;12803
03;2020-10-28-2020-11-03;331315;1997;13253
03;2020-10-29-2020-11-04;331315;1990;13332
03;2020-10-30-2020-11-05;331315;1901;13217
03;2020-10-31-2020-11-06;331315;1834;13329
03;2020-11-01-2020-11-07;331315;1792;13335
03;2020-11-02-2020-11-08;331315;1782;13354
03;2020-11-03-2020-11-09;331315;1681;13285
03;2020-11-04-2020-11-10;331315;1622;13241
03;2020-11-05-2020-11-11;331315;1338;11327
03;2020-11-06-2020-11-12;331315;1387;11355
03;2020-11-07-2020-11-13;331315;1331;10801
03;2020-11-08-2020-11-14;331315;1269;10635
03;2020-11-09-2020-11-15;331315;1264;10599
03;2020-11-10-2020-11-16;331315;1097;9909
03;2020-11-11-2020-11-17;331315;942;9091
03;2020-11-12-2020-11-18;331315;1016;9907
03;2020-11-13-2020-11-19;331315;820;8923
03;2020-11-14-2020-11-20;331315;675;8009
03;2020-11-15-2020-11-21;331315;674;7856
03;2020-11-16-2020-11-22;331315;681;7851
03;2020-11-17-2020-11-23;331315;644;7417
03;2020-11-18-2020-11-24;331315;625;7224
03;2020-11-19-2020-11-25;331315;600;7173
03;2020-11-20-2020-11-26;331315;564;6868
03;2020-11-21-2020-11-27;331315;559;7083
03;2020-11-22-2020-11-28;331315;538;6984
03;2020-11-23-2020-11-29;331315;541;6991
03;2020-11-24-2020-11-30;331315;531;6836
03;2020-11-25-2020-12-01;331315;494;6642
03;2020-11-26-2020-12-02;331315;498;6524
03;2020-11-27-2020-12-03;331315;499;6435
03;2020-11-28-2020-12-04;331315;534;6161
03;2020-11-29-2020-12-05;331315;530;6233
03;2020-11-30-2020-12-06;331315;518;6198
03;2020-12-01-2020-12-07;331315;537;6304
03;2020-12-02-2020-12-08;331315;568;6408
03;2020-12-03-2020-12-09;331315;590;6686
03;2020-12-04-2020-12-10;331315;638;6850
03;2020-12-05-2020-12-11;331315;598;7031
03;2020-12-06-2020-12-12;331315;619;6998
03;2020-12-07-2020-12-13;331315;621;7015
03;2020-12-08-2020-12-14;331315;674;7692
03;2020-12-09-2020-12-15;331315;686;8926
03;2020-12-10-2020-12-16;331315;713;9497
03;2020-12-11-2020-12-17;331315;747;11604
03;2020-12-12-2020-12-18;331315;810;15009
03;2020-12-13-2020-12-19;331315;857;18154
03;2020-12-14-2020-12-20;331315;894;20389
03;2020-12-15-2020-12-21;331315;917;22325
03;2020-12-16-2020-12-22;331315;955;24654
03;2020-12-17-2020-12-23;331315;957;27649
03;2020-12-18-2020-12-24;331315;905;27131
03;2020-12-19-2020-12-25;331315;764;22690
03;2020-12-20-2020-12-26;331315;732;19972
03;2020-12-21-2020-12-27;331315;699;17758
03;2020-12-22-2020-12-28;331315;675;15489
03;2020-12-23-2020-12-29;331315;638;12476
03;2020-12-24-2020-12-30;331315;669;9694
03;2020-12-25-2020-12-31;331315;703;8997
03;2020-12-26-2021-01-01;331315;707;9028
03;2020-12-27-2021-01-02;331315;756;9321
03;2020-12-28-2021-01-03;331315;754;9320
03;2020-12-29-2021-01-04;331315;791;9715
03;2020-12-30-2021-01-05;331315;800;9502
03;2020-12-31-2021-01-06;331315;761;9101
03;2021-01-01-2021-01-07;331315;787;8861
03;2021-01-02-2021-01-08;331315;897;10444
03;2021-01-03-2021-01-09;331315;849;10215
03;2021-01-04-2021-01-10;331315;852;10248
03;2021-01-05-2021-01-11;331315;783;9935
03;2021-01-06-2021-01-12;331315;787;9928
03;2021-01-07-2021-01-13;331315;794;9916
03;2021-01-08-2021-01-14;331315;745;9674
03;2021-01-09-2021-01-15;331315;739;9496
03;2021-01-10-2021-01-16;331315;723;9295
03;2021-01-11-2021-01-17;331315;719;9236
03;2021-01-12-2021-01-18;331315;702;9010
03;2021-01-13-2021-01-19;331315;688;8593
03;2021-01-14-2021-01-20;331315;691;8605
03;2021-01-15-2021-01-21;331315;683;8450
03;2021-01-16-2021-01-22;331315;699;8475
03;2021-01-17-2021-01-23;331315;718;8486
03;2021-01-18-2021-01-24;331315;716;8458
03;2021-01-19-2021-01-25;331315;729;8376
03;2021-01-20-2021-01-26;331315;712;8364
03;2021-01-21-2021-01-27;331315;669;8321
03;2021-01-22-2021-01-28;331315;664;8574
03;2021-01-23-2021-01-29;331315;646;8776
03;2021-01-24-2021-01-30;331315;619;8787
03;2021-01-25-2021-01-31;331315;621;8825
03;2021-01-26-2021-02-01;331315;586;8749
03;2021-01-27-2021-02-02;331315;593;8858
03;2021-01-28-2021-02-03;331315;598;8697
03;2021-01-29-2021-02-04;331315;594;8640
03;2021-01-30-2021-02-05;331315;580;8735
03;2021-01-31-2021-02-06;331315;571;8827
03;2021-02-01-2021-02-07;331315;570;8803
03;2021-02-02-2021-02-08;331315;584;8795
03;2021-02-03-2021-02-09;331315;553;8627
03;2021-02-04-2021-02-10;331315;531;8552
03;2021-02-05-2021-02-11;331315;492;8237
03;2021-02-06-2021-02-12;331315;442;7825
03;2021-02-07-2021-02-13;331315;438;7583
03;2021-02-08-2021-02-14;331315;434;7559
03;2021-02-09-2021-02-15;331315;401;7114
03;2021-02-10-2021-02-16;331315;420;6991
03;2021-02-11-2021-02-17;331315;431;6780
03;2021-02-12-2021-02-18;331315;442;6654
03;2021-02-13-2021-02-19;331315;504;6632
03;2021-02-14-2021-02-20;331315;508;6661
03;2021-02-15-2021-02-21;331315;509;6644
03;2021-02-16-2021-02-22;331315;507;6563
03;2021-02-17-2021-02-23;331315;474;6683
03;2021-02-18-2021-02-24;331315;449;6772
03;2021-02-19-2021-02-25;331315;449;7062
03;2021-02-20-2021-02-26;331315;417;7154
03;2021-02-21-2021-02-27;331315;412;7131
03;2021-02-22-2021-02-28;331315;412;7136
03;2021-02-23-2021-03-01;331315;365;7111
03;2021-02-24-2021-03-02;331315;360;6894
03;2021-02-25-2021-03-03;331315;361;6834
03;2021-02-26-2021-03-04;331315;349;6761
03;2021-02-27-2021-03-05;331315;343;6647
03;2021-02-28-2021-03-06;331315;343;6734
03;2021-03-01-2021-03-07;331315;349;6747
03;2021-03-02-2021-03-08;331315;421;6867
03;2021-03-03-2021-03-09;331315;442;7381
03;2021-03-04-2021-03-10;331315;463;7564
03;2021-03-05-2021-03-11;331315;495;7874
03;2021-03-06-2021-03-12;331315;518;8951
03;2021-03-07-2021-03-13;331315;534;9139
03;2021-03-08-2021-03-14;331315;532;9127
03;2021-03-09-2021-03-15;331315;532;9412
03;2021-03-10-2021-03-16;331315;557;9962
03;2021-03-11-2021-03-17;331315;571;10093
03;2021-03-12-2021-03-18;331315;560;10399
03;2021-03-13-2021-03-19;331315;569;10235
03;2021-03-14-2021-03-20;331315;565;10208
03;2021-03-15-2021-03-21;331315;564;10212
03;2021-03-16-2021-03-22;331315;570;10405
03;2021-03-17-2021-03-23;331315;570;10485
03;2021-03-18-2021-03-24;331315;610;11039
03;2021-03-19-2021-03-25;331315;670;11847
03;2021-03-20-2021-03-26;331315;681;12201
03;2021-03-21-2021-03-27;331315;717;12397
03;2021-03-22-2021-03-28;331315;718;12406
03;2021-03-23-2021-03-29;331315;788;12704
03;2021-03-24-2021-03-30;331315;818;13424
03;2021-03-25-2021-03-31;331315;827;13671
03;2021-03-26-2021-04-01;331315;849;13286
03;2021-03-27-2021-04-02;331315;883;13172
03;2021-03-28-2021-04-03;331315;875;13359
03;2021-03-29-2021-04-04;331315;882;13409
03;2021-03-30-2021-04-05;331315;695;11364
03;2021-03-31-2021-04-06;331315;764;10749
03;2021-04-01-2021-04-07;331315;796;10597
03;2021-04-02-2021-04-08;331315;778;10280
03;2021-04-03-2021-04-09;331315;747;9722
03;2021-04-04-2021-04-10;331315;758;9370
03;2021-04-05-2021-04-11;331315;754;9329
03;2021-04-06-2021-04-12;331315;964;10685
03;2021-04-07-2021-04-13;331315;936;9727
03;2021-04-08-2021-04-14;331315;915;9227
03;2021-04-09-2021-04-15;331315;884;8831
03;2021-04-10-2021-04-16;331315;885;8611
03;2021-04-11-2021-04-17;331315;895;8481
03;2021-04-12-2021-04-18;331315;900;8481
03;2021-04-13-2021-04-19;331315;822;8188
03;2021-04-14-2021-04-20;331315;763;7934
03;2021-04-15-2021-04-21;331315;744;7651
03;2021-04-16-2021-04-22;331315;772;7549
03;2021-04-17-2021-04-23;331315;810;7596
03;2021-04-18-2021-04-24;331315;790;7618
03;2021-04-19-2021-04-25;331315;784;7609
03;2021-04-20-2021-04-26;331315;787;7515
03;2021-04-21-2021-04-27;331315;791;7682
03;2021-04-22-2021-04-28;331315;765;7722
03;2021-04-23-2021-04-29;331315;732;8958
03;2021-04-24-2021-04-30;331315;686;9231
03;2021-04-25-2021-05-01;331315;615;8621
03;2021-04-26-2021-05-02;331315;611;8606
03;2021-04-27-2021-05-03;331315;596;8791
03;2021-04-28-2021-05-04;331315;570;9838
03;2021-04-29-2021-05-05;331315;540;9997
03;2021-04-30-2021-05-06;331315;499;9082
03;2021-05-01-2021-05-07;331315;477;9282
03;2021-05-02-2021-05-08;331315;481;9322
03;2021-05-03-2021-05-09;331315;483;9365
03;2021-05-04-2021-05-10;331315;477;9461
03;2021-05-05-2021-05-11;331315;483;9543
03;2021-05-06-2021-05-12;331315;507;9931
04;2020-05-13-2020-05-19;165197;4;515
04;2020-05-14-2020-05-20;165197;5;532
04;2020-05-15-2020-05-21;165197;3;435
04;2020-05-16-2020-05-22;165197;3;479
04;2020-05-17-2020-05-23;165197;4;488
04;2020-05-18-2020-05-24;165197;4;483
04;2020-05-19-2020-05-25;165197;4;551
04;2020-05-20-2020-05-26;165197;4;546
04;2020-05-21-2020-05-27;165197;2;513
04;2020-05-22-2020-05-28;165197;4;596
